Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","10","Australia","5510","Production","515","Apples","2005","2005","tonnes","452650","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2006","2006","tonnes","301251","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2007","2007","tonnes","377980","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2008","2008","tonnes","265481","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2009","2009","tonnes","295134","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2010","2010","tonnes","264401","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2011","2011","tonnes","299778","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2012","2012","tonnes","289064","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2013","2013","tonnes","288878","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2014","2014","tonnes","266771","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2015","2015","tonnes","295196","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2016","2016","tonnes","308298","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2017","2017","tonnes","313730","","Official data"
"QC","Crops","10","Australia","5510","Production","515","Apples","2018","2018","tonnes","268355","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1961","1961","tonnes","123863","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1962","1962","tonnes","123863","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1963","1963","tonnes","122745","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1964","1964","tonnes","135226","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1965","1965","tonnes","127719","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1966","1966","tonnes","119241","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1967","1967","tonnes","124479","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1968","1968","tonnes","130688","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1969","1969","tonnes","125481","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1970","1970","tonnes","131069","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1971","1971","tonnes","132585","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1972","1972","tonnes","127834","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1973","1973","tonnes","104600","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1974","1974","tonnes","105797","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1975","1975","tonnes","99887","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1976","1976","tonnes","103233","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1977","1977","tonnes","115062","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1978","1978","tonnes","97808","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1979","1979","tonnes","113132","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1980","1980","tonnes","125123","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1981","1981","tonnes","124341","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1982","1982","tonnes","129582","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1983","1983","tonnes","140481","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1984","1984","tonnes","146423","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1985","1985","tonnes","144774","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1986","1986","tonnes","132751","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1987","1987","tonnes","157720","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1988","1988","tonnes","160137","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1989","1989","tonnes","195762","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1990","1990","tonnes","180290","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1991","1991","tonnes","165057","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1992","1992","tonnes","176906","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1993","1993","tonnes","213908","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1994","1994","tonnes","219222","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1995","1995","tonnes","208102","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1996","1996","tonnes","220047","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1997","1997","tonnes","199581","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1998","1998","tonnes","222957","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","1999","1999","tonnes","225167","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2000","2000","tonnes","256867","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2001","2001","tonnes","358388","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2002","2002","tonnes","313314","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2003","2003","tonnes","264772","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2004","2004","tonnes","257237","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2005","2005","tonnes","265570","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2006","2006","tonnes","187384","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2007","2007","tonnes","213193","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2008","2008","tonnes","207061","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2009","2009","tonnes","270393","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2010","2010","tonnes","302173","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2011","2011","tonnes","202751","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2012","2012","tonnes","285535","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2013","2013","tonnes","330340","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2014","2014","tonnes","254474","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2015","2015","tonnes","252024","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2016","2016","tonnes","354241","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2017","2017","tonnes","412972","","Official data"
"QC","Crops","10","Australia","5510","Production","486","Bananas","2018","2018","tonnes","373931","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1961","1961","tonnes","941304","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1962","1962","tonnes","897655","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1963","1963","tonnes","984200","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1964","1964","tonnes","1118465","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1965","1965","tonnes","948822","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1966","1966","tonnes","1396808","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1967","1967","tonnes","834580","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1968","1968","tonnes","1646296","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1969","1969","tonnes","1698732","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1970","1970","tonnes","2351000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1971","1971","tonnes","3065000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1972","1972","tonnes","1727000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1973","1973","tonnes","2397000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1974","1974","tonnes","2515000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1975","1975","tonnes","3179000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1976","1976","tonnes","2846939","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1977","1977","tonnes","2383369","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1978","1978","tonnes","4006000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1979","1979","tonnes","3703449","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1980","1980","tonnes","2682000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1981","1981","tonnes","3450000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1982","1982","tonnes","1938763","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1983","1983","tonnes","4889501","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1984","1984","tonnes","5554305","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1985","1985","tonnes","4801000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1986","1986","tonnes","3548000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1987","1987","tonnes","3417000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1988","1988","tonnes","3241585","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1989","1989","tonnes","4044167","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1990","1990","tonnes","4107755","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1991","1991","tonnes","4529797","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1992","1992","tonnes","5396721","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1993","1993","tonnes","6668230","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1994","1994","tonnes","2913190","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1995","1995","tonnes","5822680","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1996","1996","tonnes","6696110","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1997","1997","tonnes","6482000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1998","1998","tonnes","5987000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","1999","1999","tonnes","5043000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2000","2000","tonnes","6743000","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2001","2001","tonnes","6743463","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2002","2002","tonnes","8279769","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2003","2003","tonnes","3864833","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2004","2004","tonnes","10381828","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2005","2005","tonnes","7739767","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2006","2006","tonnes","9481741","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2007","2007","tonnes","4257032","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2008","2008","tonnes","7160168","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2009","2009","tonnes","7996506","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2010","2010","tonnes","7864551","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2011","2011","tonnes","7994720","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2012","2012","tonnes","8220863","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2013","2013","tonnes","7471592","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2014","2014","tonnes","9174417","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2015","2015","tonnes","8646321","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2016","2016","tonnes","8992274","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2017","2017","tonnes","13505990","","Official data"
"QC","Crops","10","Australia","5510","Production","44","Barley","2018","2018","tonnes","9253852","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1961","1961","tonnes","447","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1962","1962","tonnes","890","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1963","1963","tonnes","1042","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1964","1964","tonnes","721","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1965","1965","tonnes","246","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1966","1966","tonnes","948","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1967","1967","tonnes","1468","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1968","1968","tonnes","846","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1969","1969","tonnes","2531","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1970","1970","tonnes","1121","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1971","1971","tonnes","6504","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1972","1972","tonnes","1799","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1973","1973","tonnes","2539","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1974","1974","tonnes","2829","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1975","1975","tonnes","6064","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1976","1976","tonnes","5937","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1977","1977","tonnes","8223","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1978","1978","tonnes","4970","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1979","1979","tonnes","1535","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1980","1980","tonnes","2152","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1981","1981","tonnes","5745","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1982","1982","tonnes","4940","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1983","1983","tonnes","15095","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1984","1984","tonnes","18912","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1985","1985","tonnes","18918","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1986","1986","tonnes","23889","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1987","1987","tonnes","21382","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1988","1988","tonnes","20708","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1989","1989","tonnes","14365","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1990","1990","tonnes","16714","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1991","1991","tonnes","22336","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1992","1992","tonnes","19000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1993","1993","tonnes","31900","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1994","1994","tonnes","20500","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1995","1995","tonnes","23200","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1996","1996","tonnes","49800","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1997","1997","tonnes","37000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1998","1998","tonnes","53000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","1999","1999","tonnes","47000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2000","2000","tonnes","58000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2001","2001","tonnes","50000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2002","2002","tonnes","38900","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2003","2003","tonnes","52000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2004","2004","tonnes","58000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2005","2005","tonnes","53000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2006","2006","tonnes","36000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2007","2007","tonnes","28565","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2008","2008","tonnes","45500","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2009","2009","tonnes","50557","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2010","2010","tonnes","43500","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2011","2011","tonnes","65247","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2012","2012","tonnes","44541","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2013","2013","tonnes","35000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2014","2014","tonnes","32000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2015","2015","tonnes","32000","","Official data"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2016","2016","tonnes","35878","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2017","2017","tonnes","35396","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5510","Production","176","Beans, dry","2018","2018","tonnes","32569","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5510","Production","260","Olives","1961","1961","tonnes","1080","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1962","1962","tonnes","958","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1963","1963","tonnes","1056","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1964","1964","tonnes","1627","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1965","1965","tonnes","1058","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1966","1966","tonnes","1762","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1967","1967","tonnes","1314","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1968","1968","tonnes","2189","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1969","1969","tonnes","2243","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1970","1970","tonnes","1939","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1971","1971","tonnes","2256","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1972","1972","tonnes","2283","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1973","1973","tonnes","2503","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1974","1974","tonnes","2521","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1975","1975","tonnes","1979","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1976","1976","tonnes","3144","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1977","1977","tonnes","1981","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1978","1978","tonnes","2724","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1979","1979","tonnes","3000","F","FAO estimate"
"QC","Crops","10","Australia","5510","Production","260","Olives","1980","1980","tonnes","1537","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1981","1981","tonnes","1537","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1982","1982","tonnes","2788","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1983","1983","tonnes","868","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1984","1984","tonnes","1475","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1985","1985","tonnes","1520","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1986","1986","tonnes","1284","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1987","1987","tonnes","486","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1988","1988","tonnes","597","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1989","1989","tonnes","523","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1990","1990","tonnes","534","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1991","1991","tonnes","684","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1992","1992","tonnes","933","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1993","1993","tonnes","801","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1994","1994","tonnes","936","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1995","1995","tonnes","900","F","FAO estimate"
"QC","Crops","10","Australia","5510","Production","260","Olives","1996","1996","tonnes","800","F","FAO estimate"
"QC","Crops","10","Australia","5510","Production","260","Olives","1997","1997","tonnes","642","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1998","1998","tonnes","763","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","1999","1999","tonnes","2404","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2000","2000","tonnes","1397","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2001","2001","tonnes","2370","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2002","2002","tonnes","1428","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2003","2003","tonnes","3191","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2004","2004","tonnes","6540","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2005","2005","tonnes","23041","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2006","2006","tonnes","42177","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2007","2007","tonnes","57123","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2008","2008","tonnes","60000","F","FAO estimate"
"QC","Crops","10","Australia","5510","Production","260","Olives","2009","2009","tonnes","62655","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2010","2010","tonnes","74697","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5510","Production","260","Olives","2011","2011","tonnes","91067","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2012","2012","tonnes","99483","Im","FAO data based on imputation methodology"
"QC","Crops","10","Australia","5510","Production","260","Olives","2013","2013","tonnes","93516","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2014","2014","tonnes","65851","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2015","2015","tonnes","50501","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2016","2016","tonnes","75083","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2017","2017","tonnes","122570","","Official data"
"QC","Crops","10","Australia","5510","Production","260","Olives","2018","2018","tonnes","62179","","Official data"
"QC","Crops","10","Australia","5510","Production","490","Oranges","1961","1961","tonnes","177832","","Official data"
"QC","Crops","10","Australia","5510","Production","490","Oranges","1962","1962","tonnes","177832","","Official data"
"QC","Crops","10","Australia","5510","Production","490","Oranges","1963","1963","tonnes","202634","","Official data"
"QC","Crops","10","Australia","5510","Production","490","Oranges","1964","1964","tonnes","190184","","Official data"
